semestre,curso,achou_util,feedback,sentimento,sentimento_predito
2021.2,Ciência da Computação,SIM,"Em algumas disciplinas como APC, o ensino a distância se mostrou bem produtivo para mim. O pagina dessa disciplina no Aprender 3 ficou bem organizada e fácil de procurar os conteúdos, exercícios e trabalhos. De longe foi a disciplina mais organizada. Em ISC o professor Lamar conseguiu transmitir bem o conteúdo de forma clara e que com certeza vai me ajudar no futuro.",,Positivo
2021.2,Ciência da Computação,SIM,"Para mim, como aluno que já teve presencial, digo que não me adaptei em nada ao ensino remoto, meu rendimento caiu e eu notei uma enorme dificuldade em me concentrar nas matérias dado o modelo, talvez por me acostumar sempre ao presencial não tenha ido tão bem com este modelo, que não me permite tirar proveito do ensino totalmente autodidata, pois eu preciso comparecer as aulas ainda.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Particularmente eu não gosto do ensino remoto. Tenho muita dificuldade pra ter foco e algumas aulas chegam a ter aproximadamente, e às vezes ultrapassam, duas horas. É muito tempo para ficar sentado em frente ao computador tendo que absorver o conteúdo. Porém o fato de ter as aulas gravadas e pode assistir posteriormente pra caso tenha perdido a aula ou mesmo para reforçar/revisar o conteúdo é um ponto positivo. As monitorias também ficaram mais &amp;quot;acessíveis&amp;quot; no formato remoto.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Como dito anteriormente, o modelo de ensino remoto tem seus prós e seus contras. 
Como ponto positivo, vale dizer que o EAD parece permitir uma melhor difusão do conteúdo, uma vez que todas as aulas ficam disponíveis para serem assistidas e revisadas sempre que necessário. Além disso, o material digital disponibilizado supriu, pelo menos nas disciplinas que cursei, todas as minha necessidades teóricas adicionais. 
Apenas como contraponto, me lembro de ter tido aulas presenciais com professores iranianos e russos, que mal falavam português. Não havia videoaula gravada, o material gratuito por vezes era escasso na BCE, professores desmotivados davam, por vezes, 30min de aula e iam embora. Mas no semestre atual, tudo aconteceu de forma contrária ao que eu esperava e isso me deixou bastante feliz.

Tivemos excelentes professores na bancada de computação, todos muito empenhados em passar o conhecimento com excelência. Só tenho elogios. O mesmo posso dizer dos monitores, que criaram diversos canais de comunicação para facilitar a interação conosco. Todos de parabéns.

Enfim, acredito que com a ressalva de algumas disciplinas que exigem a presença física das pessoas, como os laboratórios, o formato EAD da UnB parece maduro o suficiente para atender todas as demandas de ensino teóricas, talvez com mais qualidade até que o ensino presencial.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O modelo de ensino remoto funcionou muito bem para mim. Apesar de problemas de conexão terem atrapalhado algumas vezes, todos os professores gravaram as aulas, então nunca fui prejudicado por conta disso. Além disso, mesmo sem problemas de conexão a possibilidade de rever aulas é muito útil.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Gosto da fácil acessibilidade e contato que o modelo propõe. Contudo, acho que é um modelo mais sensível à fatores externos à educação em si, desde o ambiente físico para os estudos quanto à concentração ou formas de adaptação do estudante.",,Positivo
2021.2,Ciência da Computação,SIM,"​Apesar de nada substituir o ensino presencial, este modelo remoto conseguir ser bastante satisfatório. O uso de ferramentas como o moodle e o teams ajudaram muito nesse processo, melhorando a realização das atividades e a comunicação com alunos e professores.",,Negativo
2021.2,Ciência da Computação,SIM,"O ensino remoto, na minha visão, possui muito mais desvantagens do que vantagens em relação ao presencial. Porém, dado o cenário atual em que estamos, vejo que o CIC e também os professores de IAUC têm conseguido transformar a experiência de ensino remoto em algo prazeroso, instigante e bastante produtivo.",,Negativo
2021.2,Ciência da Computação,SIM,"Algumas coisas ,como as monitorias on-line, canais de tira dúvidas no discord, ter acesso a aulas anteriores gravadas foram inovações  que melhoraram muito o ensino que só chegaramaté nós, alunos,através do ensino remoto.
  Fora isso, acho que o mais chateante é a falta de socialização e a falta de um ambiente propício para estudar na minha casa, que eu senti algumas vezes.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O ensino remoto atrapalhou o meu aprendizado de certa forma. Estudar em casa dá um conforto maior, mas fica muito mais fácil se distrair das aulas. Também, as limitações tecnológicas acabaram   dificultando meus estudos.",,Positivo
2021.2,Ciência da Computação,SIM,"não acho que eu consiga me acostumar com ensino remoto, mas claro que há algumas vantagens como ter mais tempo pra rotina diária graças a não ter que se locomover do local de moradia até a universidade. ainda assim, sinto que no ensino presencial é muito mais fácil compreender os conteudos e se sentir mais conectado aos colegas e aos professores",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Bem complicado, com suas vantagens e desvantagens , eu tenho suspeitas que vou aprender e reter mais o conteúdo no presencial, além de ter mais interações sociais com a galera da faculdade ,além de não ter que lidar com problemas técnicos como minha internet ficar lenta e travar minha aula, mas vou sentir falta da conveniência da aula ser em minha casa e não ter que me locomover até a universidade",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"O modelo de ensino remoto é uma experiência que estamos convivendo a +/-  2 anos, por isso estamos mais adaptados do que antes. Porém, na minha opinião, é uma forma de ensino inferior já que o aluno precisa &amp;quot;correr&amp;quot; atrás de todo o conteúdo com pouca ajuda, já que é um ensino em que o professor não pode avaliar cada aluno individualmente durante as aulas.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Acho que é um bom modelo. Consegui acompanhar as aulas e as professoras pareceram compreensíveis com dificuldades técnicas de alunos. Dada a situação do país, creio que não havia uma opção melhor para ter aulas nesse momento, mas sinto que a parte social da universidade foi muito prejudicada.",,Positivo
2021.2,Ciência da Computação,SIM,"Acho que o modelo de ensino remoto está funcionando muito bem até aqui, os professores, monitores e tutores estão bem acessíveis e isso ajuda muito. Algumas matérias como C1 poderiam ser mais padronizadas, mas o maior problema do ensino à distância é a falta de convivência entre os estudantes, mesmo que isso possa ser contornado, ainda é bem diferente do que seria no presencial.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu já tinha alguma facilidade em aprender por EAD por já ter feito alguns cursos online então eu sei que fazer as coisas no meu tempo era algo essencial, tirando Calculo todas as materias sempre foram bem flexiveis com os conteudos e eu pude seguir bastante no meu tempo",,Positivo
2021.2,Ciência da Computação,SIM,Antes de retirar as disciplinas eu ainda permaneci nelas por um mês e meio. Nesse período senti que o departamento se organizou bem para o ensino remoto. Não tive problemas em assistir aulas nem com entrega de atividades.,,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu achei meio 50/50, gostei da liberdade de estudar no meu tempo,também consegui organizar melhor meu dia/estudos, visto que não precisava me locomover para ir estudar, porém demorei para me disciplinar no estudo o que ocasionou num desfoco muitas vezes que eu precisava me concentrar, além disso, sou meio tímido então não tive iniciativa de tentar novas amizades pela ambiente online.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Apesar dos pontos negativos do ensino remoto, acho que foi bom. Ter as aulas gravadas, a liberdade de poder assistir na hora que quiser e montar a própria grade horaria são bons pontos (aulas assíncronas). E a ajuda de monitores e fóruns ativos no aprender3 ajuda muito.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Apesar de achar o ensino presencial muito melhor para o meu aprendizado, entendo o porque do ensino remoto e sinceramente esperava muito menos das aulas, o que me fez me surpreender bastante. Gostei bastante de como os professores estão se esforçando para ter o máximo de contato possível mesmo no ensino remoto.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Achei o modelo de ensino remoto bem organizado e consegui me adaptar bem, apesar de pessoalmente preferir o ensino presencial.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Acredito que com o modelo de ensino remoto a quantidade de informação absorvida é maior comparada com o presencial mas, acredito que demanda mais tempo do aluno. No curso de Ciência da Computação não faz tanta falta as matérias presenciais, mas o contato humano faz bastante falta.",,Negativo
2021.2,Ciência da Computação,UM POUCO,horrivel,,Negativo
2021.2,Ciência da Computação,SIM,"O Ensino Remoto tem seu benefícios por haver a necessidade de me deslocar até a Universidade, tempo gasto no transito e o incômodo de sair de casa, são problemas evitados pelo ensino remoto mas, a respeito da questão da aprendizagem, é mais complicado me concentrar mais durante as aulas, seja por motivos externos como coisas que acontecem na casa ou na rua; ou por motivos internos, de me manter focado na aula.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"não é ruim, mas também não é bom. É vantajoso para pessoas como eu que não residem no DF, mas se tratando do lado mental é desgastante",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Sinto muita falta do contato humano que o ensino presencial nos oferece e acredito que minha saúde mental agradeceria se o próximo semestre fosse totalmente presencial (sei que é bem inviável). Entretanto, julgo que tenho mais facilidade para aprender no ensino remoto e gosto muito de poder ter um controle maior do meu tempo; ter a opção de escolher o horário que quero assistir as aulas e poder assisti-las quantas vezes forem necessárias me proporcionam uma independência muito positiva.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Apesar de não achar tão ruim, dada a situação emergencial que estamos passando, é visível que os professores têm se dedicado para dar um ensino de qualidade, alguns com mais e outros com menos disposição e/ou conhecimento, mas se esforçam. É que ainda é estranho eu ter entrado em uma universidade e nem ter sequer ido nela até então, ainda é meio estranho para mim.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Para mim, o ideal agora seria o modelo remoto de ensino, pois posso ter mais acesso a computador, pois estudo em casa. Gosto desse modelo por ser mais dinâmico e mais difícil, pois exige mais desempenho, pesquisa, estudo dos conteúdos ministrados. Mas o modelo presencial também faz falta a socialização, o ambiente, as sensações....",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Olha complicado essa questão, mas acho bom, para o momento que stamos, não há mais o que falar isso teve como uma solução. Gosto de pensar assim, que somos adaptaveis então acredito bastante nisso, que foi uma solução passageira.",,Negativo
2021.2,Licenciatura em Computação (noturno),SIM,"A minha única reclamação é com as provas que foram mal escritas. Tive que usar o sistema do teste pra ver como é para o algoritmo funcionar ao invés de ler o texto. De resto, a disciplina oferece monitores, videos no youtube tempo pra fazer cada teste.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Apesar de perdemos muita coisa relacionado a subjetividade das discussões de algumas disciplinas da licenciatura (as disciplinas de humanas), subjetividade essa que conseguimos no diálogo presencial, e também da vivência acadêmica no câmpus, houve muitos avanços sobretudo na parte de deslocamento até a universidade. O grande tempo gasto nesta etapa utilizamos para fazer tarefas e estudar mais um pouco.
Como tudo nessa vida há prós e contras, a vivência do ensino remoto também fortaleceu a comunicação entre os estudantes e professores via os canais de diálogo das plataformas, mas ainda prefiro aulas presenciais.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"não acredito que o modelo de ensino remoto fez muita diferença em matérias como APC onde o ensino é muito ligado a computadores, porem em matérias como ISC ou Calculo 1 senti dificuldade prestando atenção na aula dos professores, é difícil engajar nessas matérias em uma aula online, também gostaria de ter participado dos laboratórios de ISC oque é algo que não tive a chance de fazer",,Negativo
2021.2,Licenciatura em Computação (noturno),SIM,"Bom, eu não consigo comparar com o ensino presencial da UnB pois ainda não tive aulas presenciais, mas vou comparar com as minhas antigas aulas do Ensino Médio. Posso dizer que não estou gostando do ensino remoto, pois percebi várias mudanças no meu comportamento, na minha capacidade de prestar atenção, meu sono, falta de rotina, tudo isso parece ter sido afetado com o ensino EaD.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Essa matéria foi muito boa para nos apresentar as vantagens da UnB. Entretanto, acredito que torná-la optativa sería una estratégia melhor, do pontos e vista de um aluno mais ocupado. Preciso trabalhar para sustentar minha casa e essa hora de noite faz muita diferença no meu rendimento de serviços domésticos, trabalho e até para estudar para as outras matérias. A melhor parte da matéria foi conversar com os alunos que entraram com a gente esse semestre, o que faríamos naturalmente no presencial. Acho que vale repensar a obrigatoriedade 
 dela, mas a matéria foi bem ministrada pelos professores.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Achei de fato bem interessante a porposta. Nenhum conhecido meu de outros cursos tem uma recepção tão atenciosa com os calouros. Como alguém que já trabalha na áre de tecnologia como analista de dados, acho que o único ponto que eu levantaria é o da falta de perspectiva do mercado de trabalho. Muito se falou sobre programação, empresa júnior (voltada principalmente para soluções web) mas o mercado é muito maior que isso. Senti falta de abordamos tópicos como Cloud, Ciência de Dados, Computacão Quantica, Marketing Digital, Big Data, Virtualização, etc.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Achei uma boa iniciativa. Percebi que alguns algunos mais antigos inclusive mencionaram que gostariam de ter tido essa matéria quando eram calouros, acredito que seja extremamente válido oferecê-la aos calouros do semestre seguinte.",,Positivo
2021.2,Ciência da Computação,SIM,"Eu achei incrível o que essa disciplina fez, apresentar com profundidade todas as possibilidades que um aluno pode usufruir dentro da UnB fez toda a diferença para mim.

Continuem ofertando essa disciplina no começo do semestre, tenho certeza que ela vai ser uma estrela guia para muitos calouros ao longo dos anos, assim como foi para mim.",,Negativo
2021.2,Ciência da Computação,SIM,"Do curso que eu venho eu também tive uma disciplina que tinha basicamente o mesmo propósito desta disciplina, então a ideia não foi uma surpresa para mim, na real eu achava que todos os cursos tinham uma disciplina parecida. No geral gostei bastante, foi muito bom principalmente para conhecer aspectos da UnB já que estando remoto não é possível ver pessoalmente.",,Positivo
2021.2,Ciência da Computação,SIM,"Achei muito relevante os temas abordados nos nossos encontros, é realmente muito importante esse acolhimento e esse norte que vocês nos proporcionaram, foi excelente!!",,Positivo
2021.2,Ciência da Computação,SIM,"Não sei como que os veteranos sobreviveram sem essa disciplina haha. Com ela eu pude entender bem mais facilmente como que a UnB funciona e o que ela oferece. Os diversos encontros com ex-alunos/veteranos ajudaram de mais dando motivação e acalmando nossos corações durante esse momento tão difícil. Além disso, as diversas dicas que os professores Mandelli e Maristela passaram pra gente com certeza são/serão uteis. Na minha opinião depois de cursar essa disciplina logo no primeiro semestre é essencial no curso. Como calouro, a gente fica muito perdido com as várias possibilidades que uma universidade oferece e ter alguém para ajudar sempre é muito bom.",,Positivo
2021.2,Ciência da Computação,SIM,"Absolutamente, e não só para o curso de computação, sugiro que seja uma matéria global para todos os cursos, foi uma experiência ótima que não tive no outro curso que cursei ao entrar, e é especialmente importante para alunos que trabalham e muitas vezes não tem condições de virem ao campus para recepção de calouros, eventos de gincana que tiver e outras coisas, penso que eles se beneficiam muito dessa apresentação, pois mostra várias coisas diferentes que eles podem fazer e que de outra forma talvez não ficassem sabendo.",,Negativo e Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Gostei demais dessa disciplina por possibilitar acesso a informação que nós calouros precisamos, como onde procurar ajuda, requerimentos, feedbacks profissionais.",,Positivo
2021.2,Ciência da Computação,SIM,"Eu acho que a disciplina foi muito importante não só para quem entrou agora no ambiente universitário, mas também para outras pessoas que, como eu, já tinha tido o contato com o ensino superior. Eu achei muito importante as dicas, os conselhos e ficar sabendo como funciona algumas coisas como a CJr, a UnBallon e o Meninas.Comp.",,Negativo
2021.2,Ciência da Computação,SIM,"Disciplina extremamente agradável. Os professores Maristela e Mandelli foram muito receptivos e com bastante conteúdo para nos presentear com sua experiência, além de terem trazido temas e convidados sempre motivadores para os calouros. 
Acho que o formato digital atende bem as necessidades, mas acredito que o tempo curto (1h apenas) não permite a interação efetiva com os calouros.",,Positivo
2021.2,Ciência da Computação,SIM,"Essa disciplina foi bem interessante e útil, tanto para conhecer mais sobre a UnB e algums dos programas que ela oferece, como a CJR e outros quanto para entrosar com os outros alunos. Por isso acho que IAUC deve ser oferecida para os calouros no próximo semestre.",,Positivo
2021.2,Ciência da Computação,SIM,"Uma disciplina que eu gostaria de ter tido enquanto cursava outro curso na UnB. Muito organizado e bacana ao expor o que a universidade nos proporciona, conhecer os seus processos quanto administração. Gostaria que todos os calouros pudessem ter essa experiência ao entrar na UnB.",,Positivo
2021.2,Ciência da Computação,SIM,"A disciplina foi extremamente importante para esse período de aulas remotas, através dela foi possível conhecer mais sobre o funcionamento da unb, sobre as oportunidades que ela oferece, entre muitas outras coisas. Portanto, acho que a matéria foi bastante interessante e esclarecedora e deve ser oferecida no próximo semestre.",,Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Acho que sim, isso dá um norte muito grande aos alunos assim como me deu. Bonito trabalho e agradeço todos aos que entraram nessa!",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu considero imprescindível a oferta desta disciplina, inclusive seria uma importante inovação na UnB se os demais departamentos tomassem conhecimento e adotassem o modelo em seus cursos de introdução. Eu achei IAUC muito importante para sanar dúvidas que todos os calouros têm ao ingressar, serve também de encorajamento para a jornada, expande a mente para as possibilidades e para discussões importantes, para citar alguns dos benefícios que enxerguei.",,Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Acho que deveria ter mais interação entre os alunos. Como eu falei antes, principalmente nesse tempo de pandemia, introsar é bem difícil",,Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"Essa disciplina foi muito boa. Realmente uma boa sacada! Nós calouros não conhecemos a universidade por inteiro, mais precisamente aspectos de cunho administrativo e seu funcionamento a fundo. Começamos a entender isso  de fato quando estamos andando pelos corredores e vivenciando o ambiente universitário. Devido a pandemia, isso não é mais possível, logo essa disciplina foi de grande ajuda para nos integrar ao ambiente da UnB e nos sentir realmente acolhidos e fazendo parte da comunidade acadêmica.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Achei boa, esclareceu muitas coisas dentro da universidade, sobre oportunidadaes, projetos para se envolver, organização do curso, nos colocou mais oróximo dos professores, coordenadores, e outros funcionários que trabalham para fazer toda a estrutura do CiC funcionar.",,Positivo
2021.2,Ciência da Computação,SIM,"Eu acho que a disciplina é importantíssima para quem acabou de entrar em um curso de computação da UnB, porque diferença entre a universidade e a escola é muito grande e muitas dúvidas acabam surgindo.",,Negativo
2021.2,Ciência da Computação,SIM,"essa disciplina apresentou pontos muito importantes tanto da universidade de brasília em si quanto do curso de ciência da computação aos calouros. como já tive bastante contato com a unb presencial, acabei nao aproveitando tanto da disciplina, mas definitivamente a mesma é muito util e deve continuar sendo aplicada aos calouros",,Positivo
2021.2,Ciência da Computação,SIM,"Foi muito legal aprendemos varias coisas sobre a universidade , de diversos assuntos desde dos auxílios que temos direito de pedir, a relato de alunos formados e em formação, até dias de descontração como o CIC gameday 2, eu acho uma disciplina muito interessante e que deve continuar sendo oferecida para os calouros no próximo semestre",,Positivo
2021.2,Ciência da Computação,SIM,"Essa disciplina é muito útil em diversas formas diferentes, oferece uma bela ajuda para se adaptar ao ambiente universitário, onde nada é fácil e os alunos entram em completo desespero por acharem que são os únicos que estão se sentindo daquela maneira, com certeza deve-se oferecer a mesma disciplina a todos os calouros.",,Positivo
2021.2,Licenciatura em Computação (noturno),SIM,"achei as primeiras aulas dessa disciplina muito boas, quando entrei na Unb eu não estava ciente de como muito das coisa funcionavam, as primeiras aulas focaram em expor justamente isso, quanto as aulas que focavam na experiência de ex-alunos sinceramente não me interessaram muito elas não eram tão interessantes quantos as palestras de professores",,Negativo
2021.2,Ciência da Computação,SIM,Disciplina fantástica para calouros. Aprendi muito sobre as oportunidades que a UnB oferece e pude conhecer um pouquinho os professores e colegas de curso. Ideias para próximas edições da disciplina: convidar alunos para apresentarem projetos desenvolvidos durante o curso; ter uma aula focada em como prezar pela saúde mental durante o curso (especialmente em finais de semestre); e fazer uma pequena amostra das disciplinas optativas ofertadas para que possamos conhecê-las.,,Negativo
2021.2,Ciência da Computação,SIM,"Com certeza, a disciplina além de apresentar bem a UnB, o Departamento e professores, também é essencial para um melhor entendimento de como a universidade funciona, as oportunidades disponibilizadas, aprender com a experiência de outros estudantes e professores, além disso, ajuda a tranquilizar em momentos de dificuldade.",,Positivo
2021.2,Ciência da Computação,SIM,"Eu achei que essa disciplina foi muito boa para a minha integração na UnB e para eu conseguir entender um pouco mais de como funciona os cursos e as possibilidades de atividades dentro da UnB e possibilidades para o futuro, para os calouros do proximo semestre eu acho que é muito importante oferecer essa materia no proximo semestre",,Positivo
2021.2,Ciência da Computação,SIM,"Achei incrível, como disse antes, eu já estudava na unb antes mas não tive uma disciplina como essa. Então tudo era muito novo e as respostas para as dúvidas eram muito dispersas e em lugares nada óbvios para um calouro. Então ter uma introdução ao que a unb tem pra oferecer e também de como acessar isso devia ser presente em todos os departamentos. Excelente disciplina.",,Positivo
2021.2,Ciência da Computação,SIM,"Acho essa disciplina muito importante, pois explica muitas coisas que podem ser bobas agora, porém mais a frente pode ser interessante. Para mim, o maior ponto dessa disciplina são os discurso de pessoas já formadas, pois dá uma motivada e da para vê que esse “sofrimento” vai valer a pena lá no final.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Gostei bastante da disciplina, apesar de não ser calouro não tive uma disciplina semelhante a essa anteriormente. Foi proveitosa e acredito que para os próximos calouros poderia ter um simples trabalho de apresentação em equipe para fechar a disciplina",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,Achei uma disciplina extremamente importante para a gente calouro pois e senti bastante acolhido pelo departamento. Foi muito bom para conhecer a UnB mesmo não tendo aulas presencias e conhecer também as diversas atividades que nós podemos participar. As palestras sobre como poder se organizar em relação aos estudos e sobre alguns ex-alunos que já estão trabalhando foram as que mais me ajudaram e me confortaram sobre a escolha do meu curso e dessa universidade.,,Positivo
2021.2,Ciência da Computação,SIM,"Eu acredito que sim, pois é muito importante aprender mais sobre tudo o que a universidade tem a oferecer. Além disso, ter alguém para tirar dúvidas no início é fundamental.",,Positivo
2021.2,Ciência da Computação,SIM,"Gostei bastante da disciplina. Ela foi bem leve e introduziu diversos tópicos interessantes sobre a UnB o curso e o Departamento, a parte que eu mais gostei foi das olimpíadas de programação e empresa junior. Acredito que para os próximos calouros seria interssante falar sobre monitoria &amp;quot;ser monitor&amp;quot;.",,Positivo
2021.2,Ciência da Computação,UM POUCO,"toppp, descontraida",,Negativo
2021.2,Ciência da Computação,SIM,"Sim, esta disciplina é fundamental para a nossa introdução a universidade, entendermos como funcionam as coisas na diretoria do departamento, o conhecimento de eventos do curso, da empresa Junior, saber ao menos um pouco a respeito do corpo Docente, são muito importantes.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Com certeza, a disciplina esclarece muitas dúvidas, nos mostra como funciona a UnB e acredito que seja de suma importância para os novos calouros, visto que quando entramos é um choque de informações.",,Negativo
2021.2,Licenciatura em Computação (noturno),SIM,"Uma palavra que resume bem essa disciplina é a palavra essencial. Sem dúvidas foi uma das melhores iniciativas realizada por professores. Ser introduzido ao ambiente universitário por meio de uma disciplina simples e didática me ajudou muito na questão de me encontrar na UnB. Eu diria que 90% das dúvidas que eu tinha foram respondidas durante as apresentações. Com toda certeza essa disciplina deve continuar sendo oferecida, não somente pelo CIC, mas também por outros departamentos.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Gostei bastante da disciplina. Ela foi realmente muito importante para o sentimento de estar na UnB e, também, para conhecer um pouco do ambiente da universidade e de suas oportunidades mesmo sem nunca ter pisado no campus. Eu definitivamente recomendo que a matéria seja disponibilizada para os próximos calouros, principalmente se continuarmos no EaD.",,Positivo
2021.2,Ciência da Computação,SIM,"Essa matéria foi muito boa para nos apresentar as vantagens da UnB. Entretanto, acredito que torná-la optativa sería una estratégia melhor, do pontos e vista de um aluno mais ocupado. Preciso trabalhar para sustentar minha casa e essa hora de noite faz muita diferença no meu rendimento de serviços domésticos, trabalho e até para estudar para as outras matérias. A melhor parte da matéria foi conversar com os alunos que entraram com a gente esse semestre, o que faríamos naturalmente no presencial. Acho que vale repensar a obrigatoriedade 
 dela, mas a matéria foi bem ministrada pelos professores.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Achei de fato bem interessante a porposta. Nenhum conhecido meu de outros cursos tem uma recepção tão atenciosa com os calouros. Como alguém que já trabalha na áre de tecnologia como analista de dados, acho que o único ponto que eu levantaria é o da falta de perspectiva do mercado de trabalho. Muito se falou sobre programação, empresa júnior (voltada principalmente para soluções web) mas o mercado é muito maior que isso. Senti falta de abordamos tópicos como Cloud, Ciência de Dados, Computacão Quantica, Marketing Digital, Big Data, Virtualização, etc.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu achei incrível o que essa disciplina fez, apresentar com profundidade todas as possibilidades que um aluno pode usufruir dentro da UnB fez toda a diferença para mim.

Continuem ofertando essa disciplina no começo do semestre, tenho certeza que ela vai ser uma estrela guia para muitos calouros ao longo dos anos, assim como foi para mim.",,Negativo
2021.2,Ciência da Computação,SIM,"Do curso que eu venho eu também tive uma disciplina que tinha basicamente o mesmo propósito desta disciplina, então a ideia não foi uma surpresa para mim, na real eu achava que todos os cursos tinham uma disciplina parecida. No geral gostei bastante, foi muito bom principalmente para conhecer aspectos da UnB já que estando remoto não é possível ver pessoalmente.",,Positivo
2021.2,Ciência da Computação,SIM,"Achei muito relevante os temas abordados nos nossos encontros, é realmente muito importante esse acolhimento e esse norte que vocês nos proporcionaram, foi excelente!!",,Positivo
2021.2,Ciência da Computação,SIM,"Não sei como que os veteranos sobreviveram sem essa disciplina haha. Com ela eu pude entender bem mais facilmente como que a UnB funciona e o que ela oferece. Os diversos encontros com ex-alunos/veteranos ajudaram de mais dando motivação e acalmando nossos corações durante esse momento tão difícil. Além disso, as diversas dicas que os professores Mandelli e Maristela passaram pra gente com certeza são/serão uteis. Na minha opinião depois de cursar essa disciplina logo no primeiro semestre é essencial no curso. Como calouro, a gente fica muito perdido com as várias possibilidades que uma universidade oferece e ter alguém para ajudar sempre é muito bom.",,Positivo
2021.2,Ciência da Computação,SIM,"Absolutamente, e não só para o curso de computação, sugiro que seja uma matéria global para todos os cursos, foi uma experiência ótima que não tive no outro curso que cursei ao entrar, e é especialmente importante para alunos que trabalham e muitas vezes não tem condições de virem ao campus para recepção de calouros, eventos de gincana que tiver e outras coisas, penso que eles se beneficiam muito dessa apresentação, pois mostra várias coisas diferentes que eles podem fazer e que de outra forma talvez não ficassem sabendo.",,Negativo e Positivo
2021.2,Ciência da Computação,SIM,"Eu acho que a disciplina foi muito importante não só para quem entrou agora no ambiente universitário, mas também para outras pessoas que, como eu, já tinha tido o contato com o ensino superior. Eu achei muito importante as dicas, os conselhos e ficar sabendo como funciona algumas coisas como a CJr, a UnBallon e o Meninas.Comp.",,Negativo
2021.2,Ciência da Computação,SIM,"Disciplina extremamente agradável. Os professores Maristela e Mandelli foram muito receptivos e com bastante conteúdo para nos presentear com sua experiência, além de terem trazido temas e convidados sempre motivadores para os calouros. 
Acho que o formato digital atende bem as necessidades, mas acredito que o tempo curto (1h apenas) não permite a interação efetiva com os calouros.",,Positivo
2021.2,Ciência da Computação,SIM,"Essa disciplina foi bem interessante e útil, tanto para conhecer mais sobre a UnB e algums dos programas que ela oferece, como a CJR e outros quanto para entrosar com os outros alunos. Por isso acho que IAUC deve ser oferecida para os calouros no próximo semestre.",,Positivo
2021.2,Ciência da Computação,SIM,"Uma disciplina que eu gostaria de ter tido enquanto cursava outro curso na UnB. Muito organizado e bacana ao expor o que a universidade nos proporciona, conhecer os seus processos quanto administração. Gostaria que todos os calouros pudessem ter essa experiência ao entrar na UnB.",,Positivo
2021.2,Ciência da Computação,SIM,"A disciplina foi extremamente importante para esse período de aulas remotas, através dela foi possível conhecer mais sobre o funcionamento da unb, sobre as oportunidades que ela oferece, entre muitas outras coisas. Portanto, acho que a matéria foi bastante interessante e esclarecedora e deve ser oferecida no próximo semestre.",,Positivo
2021.2,Ciência da Computação,SIM,"Eu considero imprescindível a oferta desta disciplina, inclusive seria uma importante inovação na UnB se os demais departamentos tomassem conhecimento e adotassem o modelo em seus cursos de introdução. Eu achei IAUC muito importante para sanar dúvidas que todos os calouros têm ao ingressar, serve também de encorajamento para a jornada, expande a mente para as possibilidades e para discussões importantes, para citar alguns dos benefícios que enxerguei.",,Positivo
2021.2,Ciência da Computação,SIM,"Achei boa, esclareceu muitas coisas dentro da universidade, sobre oportunidadaes, projetos para se envolver, organização do curso, nos colocou mais oróximo dos professores, coordenadores, e outros funcionários que trabalham para fazer toda a estrutura do CiC funcionar.",,Positivo
